Year,School,Conference,Division,Wins,Losses,WinningPercentage,ConferenceWins,ConferenceLosses,ConferenceWinningPercentage,PointsScoredPerGame,PointsAgainstPerGame,SimpleRatingSystem,StrengthofSchedule,APPreseasonRank,APHighRank,APFinalRank,Notes
2010,Kansas,Big 12 ,North,3,9,0.25,1,7,0.125,17.1,34.4,-8.61,2.47,,,,
2010,Oklahoma,Big 12 ,South,12,2,0.857,6,2,0.75,37.2,21.8,17.11,5.4,7,3,6,
2010,Oklahoma State,Big 12 ,South,11,2,0.846,6,2,0.75,44.2,26.4,16.62,2.39,,10,13,
2010,Texas A&M,Big 12 ,South,9,4,0.692,6,2,0.75,31.2,21.9,11.39,4.85,,17,19,
2010,Baylor,Big 12 ,South,7,6,0.538,4,4,0.5,31.2,30.5,1.62,1.93,,22,,
2010,Texas Tech,Big 12 ,South,8,5,0.615,3,5,0.375,33.1,30.9,3.06,1.83,,,,
2010,Texas,Big 12 ,South,5,7,0.417,2,6,0.25,23.8,23.7,1.71,2.63,5,5,,
2010,UConn,Big East,,8,5,0.615,5,2,0.714,26.4,22,1.63,-1.21,,25,,
2010,Pittsburgh,Big East,,8,5,0.615,5,2,0.714,26.3,19,7.4,1.25,15,15,,
2010,West Virginia,Big East,,9,4,0.692,5,2,0.714,25.2,13.5,9.51,0.12,25,20,,
2010,Syracuse,Big East,,8,5,0.615,4,3,0.571,22.2,19.3,1.3,-2.16,,,,
2010,South Florida,Big East,,8,5,0.615,3,4,0.429,24.1,20,2.15,-0.69,,,,
2010,Louisville,Big East,,7,6,0.538,3,4,0.429,26.4,19.4,2.71,-1.45,,,,
2010,Cincinnati,Big East,,4,8,0.333,2,5,0.286,27.1,28,-1.93,1.99,,,,
2010,Rutgers,Big East,,4,8,0.333,1,6,0.143,20.8,26.5,-6.76,-0.76,,,,
2010,Ohio State,Big Ten,,12,1,0.923,7,1,0.875,38.8,14.3,17.37,0.75,2,1,5,record adjusted to 0-0-0 by NCAA
2010,Michigan State,Big Ten,,11,2,0.846,7,1,0.875,29.5,22.3,9.91,1.29,,5,14,
2010,Wisconsin,Big Ten,,11,2,0.846,7,1,0.875,41.5,20.5,14.02,0.64,12,4,7,
2010,Iowa,Big Ten,,8,5,0.615,4,4,0.5,28.9,17,10.15,1.99,9,9,,
2010,Illinois,Big Ten,,7,6,0.538,4,4,0.5,32.5,23.5,7.77,1.47,,,,
2010,Penn State,Big Ten,,7,6,0.538,4,4,0.5,24.5,23.7,2.96,2.65,19,18,,
2010,Michigan,Big Ten,,7,6,0.538,3,5,0.375,32.8,35.2,1.41,3.1,,18,,
2010,Northwestern,Big Ten,,7,6,0.538,3,5,0.375,26.4,29,-1.44,-1.06,,,,
2010,Purdue,Big Ten,,4,8,0.333,2,6,0.25,19.7,28.8,-5.18,1.23,,,,
2010,Minnesota,Big Ten,,3,9,0.25,2,6,0.25,23.2,33,-5.06,3.53,,,,
2010,Indiana,Big Ten,,5,7,0.417,1,7,0.125,27.2,34,-4.49,-1.15,,,,
2010,UCF,C-USA ,East,11,3,0.786,7,1,0.875,32.1,17.1,5.79,-6,,21,21,
2010,Southern Mississippi,C-USA ,East,8,5,0.615,5,3,0.625,36.8,29.5,1.79,-4.68,,,,
2010,East Carolina,C-USA ,East,6,7,0.462,5,3,0.625,36.8,44,-4.48,0.13,,,,
2010,Marshall,C-USA ,East,5,7,0.417,4,4,0.5,20.8,28.8,-9.73,-3.73,,,,
2010,UAB,C-USA ,East,4,8,0.333,3,5,0.375,26.3,31.6,-9.2,-4.7,,,,
2010,Memphis,C-USA ,East,1,11,0.083,0,8,0,14.4,39.8,-19.43,-1.51,,,,
2010,Tulsa,C-USA ,West,10,3,0.769,6,2,0.75,41.4,30.3,4.95,-4.51,,24,24,
2010,SMU,C-USA ,West,7,7,0.5,6,2,0.75,25.7,25.6,-2.04,-2.11,,,,
2010,Houston,C-USA ,West,5,7,0.417,4,4,0.5,37.7,32.2,-2.11,-3.77,,23,,
2010,UTEP,C-USA ,West,6,7,0.462,3,5,0.375,26,27.5,-8.13,-7.59,,,,
2010,Rice,C-USA ,West,4,8,0.333,3,5,0.375,28.7,38.5,-11.08,-3.41,,,,
2010,Tulane,C-USA ,West,4,8,0.333,2,6,0.25,24.9,37.2,-13.42,-4.01,,,,
2010,Navy,Independent,,9,4,0.692,0,0,,29.7,23.3,3.49,-1.98,,,,
2010,Notre Dame,Independent,,8,5,0.615,0,0,,26.3,20.2,10.35,5.04,,,,
2010,Army,Independent,,7,6,0.538,0,0,,26.6,24.3,-2.43,-4.73,,,,
2010,Miami (OH),MAC ,East,10,4,0.714,7,1,0.875,21.6,23.2,-5.86,-7.15,,,,
2010,Ohio,MAC ,East,8,5,0.615,6,2,0.75,27.5,23.8,-5.79,-9.86,,,,
2010,Temple,MAC ,East,8,4,0.667,5,3,0.625,25,19.1,-3.39,-8.14,,,,
2010,Kent State,MAC ,East,5,7,0.417,4,4,0.5,21.3,22.9,-8.82,-7.48,,,,
2010,Bowling Green,MAC ,East,2,10,0.167,1,7,0.125,21.3,33.6,-16.76,-5.67,,,,
2010,Buffalo,MAC ,East,2,10,0.167,1,7,0.125,14.2,27.8,-19.2,-7.53,,,,
2010,Akron,MAC ,East,1,11,0.083,1,7,0.125,15.6,35.1,-21.54,-6.29,,,,
2010,Northern Illinois,MAC ,West,11,3,0.786,8,0,1,38,18.9,4.32,-8.19,,24,,
2010,Toledo,MAC ,West,8,5,0.615,7,1,0.875,27.9,28.5,-3.7,-5.17,,,,
2010,Western Michigan,MAC ,West,6,6,0.5,5,3,0.625,32.3,23.8,-4.1,-7.43,,,,
2010,Ball State,MAC ,West,4,8,0.333,3,5,0.375,22,30.4,-14.83,-9.16,,,,
2010,Central Michigan,MAC ,West,3,9,0.25,2,6,0.25,24.4,26,-9.74,-5.32,,,,
2010,Eastern Michigan,MAC ,West,2,10,0.167,2,6,0.25,19,43.9,-19.07,-4.74,,,,
2010,TCU,Mountain West,,13,0,1,8,0,1,41.6,12,17.96,-1.73,6,2,2,
2010,Utah,Mountain West,,10,3,0.769,7,1,0.875,33.1,20.3,8.3,0.53,,6,,
2010,Air Force,Mountain West,,9,4,0.692,5,3,0.625,30.8,21.1,6.87,-1.05,,23,,
2010,San Diego State,Mountain West,,9,4,0.692,5,3,0.625,35,22.1,6.07,-3.09,,,,
2010,Brigham Young,Mountain West,,7,6,0.538,5,3,0.625,26.2,21.6,1.33,0.41,,,,
2010,Colorado State,Mountain West,,3,9,0.25,2,6,0.25,16.5,34.7,-10.86,0.47,,,,
2010,UNLV,Mountain West,,2,11,0.154,2,6,0.25,18.4,39.7,-11.86,3.22,,,,
2010,Wyoming,Mountain West,,3,9,0.25,1,7,0.125,19.2,30.3,-9.31,0.02,,,,
2010,New Mexico,Mountain West,,1,11,0.083,1,7,0.125,15.8,44.3,-17.76,0.57,,,,
2010,Oregon,Pac-10,,12,1,0.923,9,0,1,47,18.7,21.54,3.92,11,1,3,
2010,Stanford,Pac-10,,12,1,0.923,8,1,0.889,40.3,17.4,21.8,5.03,,4,4,
2010,USC,Pac-10,,8,5,0.615,5,4,0.556,31,26.7,9.57,6.41,14,14,,
2010,Washington,Pac-10,,7,6,0.538,5,4,0.556,21.8,29.3,5.55,8.24,,,,
2010,Arizona,Pac-10,,7,6,0.538,4,5,0.444,28.2,22.7,8.14,6.37,,9,,
2010,Arizona State,Pac-10,,6,6,0.5,4,5,0.444,32.3,25,8.42,4.75,,,,
2010,Oregon State,Pac-10,,5,7,0.417,4,5,0.444,24.4,26.8,7.6,9.68,24,24,,
2010,California,Pac-10,,5,7,0.417,3,6,0.333,25.8,22.6,5.35,6.27,,,,
2010,UCLA,Pac-10,,4,8,0.333,2,7,0.222,20.2,30.3,0.62,7.29,,,,
2010,Washington State,Pac-10,,2,10,0.167,1,8,0.111,19.6,35.8,-4.2,7.22,,,,
2010,South Carolina,SEC ,East,9,5,0.643,5,3,0.625,30.9,23.1,12.97,6.18,,10,22,
2010,Florida,SEC ,East,8,5,0.615,4,4,0.5,29.8,21.3,9.3,4.07,4,4,,
2010,Georgia,SEC ,East,6,7,0.462,3,5,0.375,32.1,22.1,6.35,2.65,23,22,,
2010,Tennessee,SEC ,East,6,7,0.462,3,5,0.375,27,25.1,1.78,2.62,,,,
2010,Kentucky,SEC ,East,6,7,0.462,2,6,0.25,31.2,28.4,1.88,0.42,,,,
2010,Vanderbilt,SEC ,East,2,10,0.167,1,7,0.125,16.9,31.2,-9.57,3.01,,,,
2010,Auburn,SEC ,West,14,0,1,8,0,1,41.2,24.1,20.66,5.95,22,1,1,
2010,LSU,SEC ,West,11,2,0.846,6,2,0.75,29.7,18.2,15.13,4.67,21,5,8,
2010,Arkansas,SEC ,West,10,3,0.769,6,2,0.75,36.5,23.4,14.48,4.94,17,8,12,
2010,Alabama,SEC ,West,10,3,0.769,5,3,0.625,35.7,13.5,18.31,4.69,1,1,10,
2010,Mississippi State,SEC ,West,9,4,0.692,4,4,0.5,29,19.8,9.11,2.96,,15,15,
2010,Ole Miss,SEC ,West,4,8,0.333,1,7,0.125,30.6,35.2,-1.83,2.09,,,,record adjusted to 0-8-0 by NCAA
2010,Troy,Sun Belt,,8,5,0.615,6,2,0.75,34.1,30.2,-4.1,-7.56,,,,
2010,FIU,Sun Belt,,7,6,0.538,6,2,0.75,28.8,27.3,-4.71,-6.17,,,,
2010,Middle Tennessee,Sun Belt,,6,7,0.462,5,3,0.625,26.5,28.1,-10.59,-10.44,,,,
2010,Louisiana-Monroe,Sun Belt,,5,7,0.417,4,4,0.5,20.8,32.4,-11.04,-4.62,,,,
2010,Arkansas State,Sun Belt,,4,8,0.333,4,4,0.5,30,30.8,-7.45,-5.87,,,,
2010,Florida Atlantic,Sun Belt,,4,8,0.333,3,5,0.375,16.8,29.3,-15.9,-6.65,,,,
2010,Louisiana,Sun Belt,,3,9,0.25,3,5,0.375,22.3,37,-16.92,-5.67,,,,
2010,North Texas,Sun Belt,,3,9,0.25,3,5,0.375,23.9,29.7,-14.18,-7.34,,,,
2010,Western Kentucky,Sun Belt,,2,10,0.167,2,6,0.25,22.8,33.2,-15.37,-6.04,,,,
2010,Boise State,WAC,,12,1,0.923,7,1,0.875,45.1,12.8,18.69,-0.7,3,2,9,
2010,Nevada,WAC,,13,1,0.929,7,1,0.875,41,21.4,11.96,-3.54,,11,11,
2010,Hawaii,WAC,,10,4,0.714,7,1,0.875,39.6,25.5,6.55,-2.1,,24,,
2010,Fresno State,WAC,,8,5,0.615,5,3,0.625,29,30,0.18,-1.2,,,,
2010,Louisiana Tech,WAC,,5,7,0.417,4,4,0.5,26.8,30.7,-3.7,-0.28,,,,
2010,Idaho,WAC,,6,7,0.462,3,5,0.375,26.6,28.3,-2.77,-2.69,,,,
2010,Utah State,WAC,,4,8,0.333,2,6,0.25,22,33.8,-7.64,0.7,,,,
2010,New Mexico State,WAC,,2,10,0.167,1,7,0.125,15.7,39.5,-18.13,-1.46,,,,
2010,San Jose State,WAC,,1,12,0.077,0,8,0,16.1,34.7,-12.4,0.98,,,,
2011,Clemson,ACC ,Atlantic,10,4,0.714,6,2,0.75,33.6,29.3,6.54,1.18,,6,22,
2011,Florida State,ACC ,Atlantic,9,4,0.692,5,3,0.625,30.6,15.1,11.22,0.38,6,5,23,
2011,Wake Forest,ACC ,Atlantic,6,7,0.462,5,3,0.625,26,27.4,-0.66,1.11,,,,
2011,NC State,ACC ,Atlantic,8,5,0.615,4,4,0.5,28.2,24.7,2.57,-1.97,,,,
2011,Boston College,ACC ,Atlantic,4,8,0.333,3,5,0.375,18.2,23.5,-4.61,0.89,,,,
2011,Maryland,ACC ,Atlantic,2,10,0.167,1,7,0.125,23.1,34.3,-8.22,2.62,,,,
2011,Virginia Tech,ACC ,Coastal,11,3,0.786,7,1,0.875,27.9,17.6,8.21,0.21,13,5,21,
2011,Georgia Tech,ACC ,Coastal,8,5,0.615,5,3,0.625,34.3,26.1,3.4,-1.29,,12,,
2011,Virginia,ACC ,Coastal,8,5,0.615,5,3,0.625,23.2,23.8,0.14,-0.79,,24,,
2011,Miami (FL),ACC ,Coastal,6,6,0.5,3,5,0.375,26.5,20.1,5.17,0.67,,,,
2011,North Carolina,ACC ,Coastal,7,6,0.538,3,5,0.375,28,24.8,3.63,1.17,,,,
2011,Duke,ACC ,Coastal,3,9,0.25,1,7,0.125,22.5,31.2,-7.34,0.24,,,,
2011,Oklahoma State,Big 12,,12,1,0.923,8,1,0.889,48.7,26.8,24.14,7.67,9,2,3,
2011,Kansas State,Big 12,,10,3,0.769,7,2,0.778,31.8,27.9,11.45,6.84,,10,15,
2011,Baylor,Big 12,,10,3,0.769,6,3,0.667,45.3,37.2,13.83,5.91,,13,13,
2011,Oklahoma,Big 12,,10,3,0.769,6,3,0.667,39.5,22.1,19.75,7.82,1,1,16,
2011,Missouri,Big 12,,8,5,0.615,5,4,0.556,32.8,23.5,11.08,6.16,21,21,,
2011,Texas,Big 12,,8,5,0.615,4,5,0.444,28.1,22.2,12.16,7.16,,11,,
2011,Texas A&M,Big 12,,7,6,0.538,4,5,0.444,39.1,28.2,13.36,7.29,8,7,,
2011,Iowa State,Big 12,,6,7,0.462,3,6,0.333,22.7,29.4,2.12,7.35,,,,
2011,Texas Tech,Big 12,,5,7,0.417,2,7,0.222,33.8,39.3,1.88,5.55,,19,,
2011,Kansas,Big 12,,2,10,0.167,0,9,0,22.3,43.8,-4.75,8.42,,,,
2011,Cincinnati,Big East,,10,3,0.769,5,2,0.714,33.3,20.3,7.34,-0.74,,23,25,
2011,West Virginia,Big East,,10,3,0.769,5,2,0.714,37.6,26.8,8.65,0.96,24,11,17,
2011,Louisville,Big East,,7,6,0.538,5,2,0.714,21.9,20.1,2.38,0.07,,,,
2011,Rutgers,Big East,,9,4,0.692,4,3,0.571,26.4,18.3,6.42,-0.12,,,,
2011,Pittsburgh,Big East,,6,7,0.462,4,3,0.571,24.2,22.8,1.09,1.17,,,,
2011,UConn,Big East,,5,7,0.417,3,4,0.429,24.3,24.3,-0.42,0.58,,,,
2011,South Florida,Big East,,5,7,0.417,1,6,0.143,29.3,22.7,3.21,0.71,,16,,
2011,Syracuse,Big East,,5,7,0.417,1,6,0.143,24.2,28.5,-3.15,1.02,,,,
2011,Wisconsin,Big Ten ,Leaders,11,3,0.786,6,2,0.75,44.1,19,15.89,0.68,11,4,10,
2011,Penn State,Big Ten ,Leaders,9,4,0.692,6,2,0.75,19.3,16.8,6.47,3.39,,12,,
2011,Purdue,Big Ten ,Leaders,7,6,0.538,4,4,0.5,26.9,26.8,-0.76,0.01,,,,
2011,Ohio State,Big Ten ,Leaders,6,7,0.462,3,5,0.375,24.5,21,4.66,2.97,18,15,,
2011,Illinois,Big Ten ,Leaders,7,6,0.538,2,6,0.25,22.6,19.6,2.63,1.17,,16,,
2011,Indiana,Big Ten ,Leaders,1,11,0.083,0,8,0,21.4,37.3,-10.91,1.09,,,,
2011,Michigan State,Big Ten ,Legends,11,3,0.786,7,1,0.875,31,18.4,10.05,1.48,17,9,11,
2011,Michigan,Big Ten ,Legends,11,2,0.846,6,2,0.75,33.3,17.4,16.27,2.96,,11,12,
2011,Nebraska,Big Ten ,Legends,9,4,0.692,5,3,0.625,29.2,23.4,8.76,3.07,10,8,24,
2011,Iowa,Big Ten ,Legends,7,6,0.538,4,4,0.5,27.5,23.8,4.38,1.77,,,,
2011,Northwestern,Big Ten ,Legends,6,7,0.462,3,5,0.375,28.9,27.7,1.66,0.43,,,,
2011,Minnesota,Big Ten ,Legends,3,9,0.25,2,6,0.25,18.4,31.7,-6.04,3.21,,,,
2011,Southern Mississippi,C-USA ,East,12,2,0.857,6,2,0.75,36.9,20.8,9.18,-4.6,,20,20,
2011,Marshall,C-USA ,East,7,6,0.538,5,3,0.625,21.8,28.6,-4.59,-0.43,,,,
2011,East Carolina,C-USA ,East,5,7,0.417,4,4,0.5,26.3,32.3,-5.04,-1.79,,,,
2011,UCF,C-USA ,East,5,7,0.417,3,5,0.375,27.1,18.3,-1.8,-4.8,,,,
2011,UAB,C-USA ,East,3,9,0.25,3,5,0.375,20.2,36.8,-15.03,-4.12,,,,
2011,Memphis,C-USA ,East,2,10,0.167,1,7,0.125,16.3,35.1,-18.17,-6.17,,,,
2011,Houston,C-USA ,West,13,1,0.929,8,0,1,49.3,22.4,11.94,-4.63,,7,18,
2011,Tulsa,C-USA ,West,8,5,0.615,7,1,0.875,33.1,27.3,5.2,0.89,,,,
2011,SMU,C-USA ,West,8,5,0.615,5,3,0.625,25.8,23.1,0.78,-1.83,,,,
2011,Rice,C-USA ,West,4,8,0.333,3,5,0.375,23.3,33.3,-8.15,0.35,,,,
2011,UTEP,C-USA ,West,5,7,0.417,2,6,0.25,26.6,30.3,-7.93,-3.85,,,,
2011,Tulane,C-USA ,West,2,11,0.154,1,7,0.125,21.1,37.5,-19.11,-6.18,,,,
2011,Brigham Young,Independent,,10,3,0.769,0,0,,30.1,20.4,4.8,-3.13,,,,
2011,Notre Dame,Independent,,8,5,0.615,0,0,,29.2,20.7,11.06,4.44,16,16,,
2011,Navy,Independent,,5,7,0.417,0,0,,29.7,28.9,-1.39,-1.56,,,,
2011,Army,Independent,,3,9,0.25,0,0,,24.8,28.3,-8.88,-1.8,,,,
2011,Ohio,MAC ,East,10,4,0.714,6,2,0.75,30.5,22.1,1.56,-5.73,,,,
2011,Temple,MAC ,East,9,4,0.692,5,3,0.625,30.6,13.9,5.63,-5.68,,,,
2011,Kent State,MAC ,East,5,7,0.417,4,4,0.5,17.1,24.3,-6.03,-1.53,,,,
2011,Bowling Green,MAC ,East,5,7,0.417,3,5,0.375,26.5,28.8,-4.75,-2.33,,,,
2011,Miami (OH),MAC ,East,4,8,0.333,3,5,0.375,21.3,22.9,-4.9,-1.9,,,,
2011,Buffalo,MAC ,East,3,9,0.25,2,6,0.25,22.2,29.4,-10.89,-3.31,,,,
2011,Akron,MAC ,East,1,11,0.083,0,8,0,14.2,38.5,-19.11,-3.52,,,,
2011,Northern Illinois,MAC ,West,11,3,0.786,7,1,0.875,38.3,30.3,5.55,-3.52,,,,
2011,Toledo,MAC ,West,9,4,0.692,7,1,0.875,42.2,31.7,6.84,-1.55,,,,
2011,Western Michigan,MAC ,West,7,6,0.538,5,3,0.625,35.3,28.7,0.42,-2.97,,,,
2011,Ball State,MAC ,West,6,6,0.5,4,4,0.5,25.3,34.7,-4.38,-0.46,,,,
2011,Eastern Michigan,MAC ,West,6,6,0.5,4,4,0.5,21.3,24.3,-6.55,-4.3,,,,
2011,Central Michigan,MAC ,West,3,9,0.25,2,6,0.25,22.6,33.3,-11.28,-2.37,,,,
2011,TCU,Mountain West,,11,2,0.846,7,0,1,40.8,21.5,9.67,-3.17,14,14,14,
2011,Boise State,Mountain West,,12,1,0.923,6,1,0.857,44.2,18.7,16.75,-1.79,5,4,8,
2011,Wyoming,Mountain West,,8,5,0.615,5,2,0.714,26.1,27.8,-3.82,-3.98,,,,
2011,San Diego State,Mountain West,,8,5,0.615,4,3,0.571,29.8,25,-0.02,-4.1,,,,
2011,Air Force,Mountain West,,7,6,0.538,3,4,0.429,34.9,28.4,-0.38,-4.23,,,,
2011,Colorado State,Mountain West,,3,9,0.25,1,6,0.143,21.4,31.3,-12.69,-4.78,,,,
2011,UNLV,Mountain West,,2,10,0.167,1,6,0.143,17.3,40.4,-17.72,-1.97,,,,
2011,New Mexico,Mountain West,,1,11,0.083,1,6,0.143,12,41.7,-19.31,-1.81,,,,
2011,Oregon,Pac-12 ,North,12,2,0.857,8,1,0.889,46.1,24.6,18.8,3.23,3,3,4,
2011,Stanford,Pac-12 ,North,11,2,0.846,8,1,0.889,43.2,21.9,17.78,3.09,7,3,7,
2011,Washington,Pac-12 ,North,7,6,0.538,5,4,0.556,33.4,35.9,1.8,2.8,,22,,
2011,California,Pac-12 ,North,7,6,0.538,4,5,0.444,28.3,24.2,4.57,2.18,,,,
2011,Oregon State,Pac-12 ,North,3,9,0.25,3,6,0.333,21.8,30.8,-4.33,3.84,,,,
2011,Washington State,Pac-12 ,North,4,8,0.333,2,7,0.222,29.8,31.8,-5.61,0.14,,,,
2011,USC,Pac-12 ,South,10,2,0.833,7,2,0.778,35.8,23.6,14.16,3.49,25,5,6,
2011,UCLA,Pac-12 ,South,6,8,0.429,5,4,0.556,23.1,31.4,-1.05,4.59,,,,
2011,Utah,Pac-12 ,South,8,5,0.615,4,5,0.444,25,20.2,3.16,-0.3,,,,
2011,Arizona State,Pac-12 ,South,6,7,0.462,4,5,0.444,33.2,28.6,5.1,2.49,,18,,
2011,Arizona,Pac-12 ,South,4,8,0.333,2,7,0.222,30.8,35.4,-1.46,4.21,,,,
2011,Colorado,Pac-12 ,South,3,10,0.231,2,7,0.222,19.8,36.5,-8.67,3.26,,,,
2011,Georgia,SEC ,East,10,4,0.714,7,1,0.875,32,20.6,10.67,4.02,19,12,19,
2011,South Carolina,SEC ,East,11,2,0.846,6,2,0.75,30.1,18.4,13.56,3.1,12,9,9,
2011,Florida,SEC ,East,7,6,0.538,3,5,0.375,25.5,20.3,6,3.61,22,12,,
2011,Kentucky,SEC ,East,5,7,0.417,2,6,0.25,15.8,24.7,-1.63,2.62,,,,
2011,Vanderbilt,SEC ,East,6,7,0.462,2,6,0.25,26.7,21.6,7.09,3.39,,,,
2011,Tennessee,SEC ,East,5,7,0.417,1,7,0.125,20.3,22.6,4.26,4.84,,,,
2011,LSU,SEC ,West,13,1,0.929,8,0,1,35.7,11.3,24.27,6.27,4,1,2,
2011,Alabama,SEC ,West,12,1,0.923,7,1,0.875,34.8,8.2,24.44,4.21,2,1,1,
2011,Arkansas,SEC ,West,11,2,0.846,6,2,0.75,36.8,22.2,13.86,3.7,15,3,5,
2011,Auburn,SEC ,West,8,5,0.615,4,4,0.5,25.7,28.9,3.8,4.26,23,15,,
2011,Mississippi State,SEC ,West,7,6,0.538,2,6,0.25,25.3,19.7,5.13,2.52,20,16,,
2011,Ole Miss,SEC ,West,2,10,0.167,0,8,0,16.1,32.1,-6.71,5.79,,,,record adjusted to 0-10-0 by NCAA
2011,Arkansas State,Sun Belt,,10,3,0.769,8,0,1,32.5,20.8,1.18,-8.28,,,,
2011,Western Kentucky,Sun Belt,,7,5,0.583,7,1,0.875,22.9,24.8,-6.18,-6.43,,,,
2011,Louisiana,Sun Belt,,9,4,0.692,6,2,0.75,32.3,29.8,-2.64,-6.57,,,,record adjusted to 1-4-0 by NCAA
2011,FIU,Sun Belt,,8,5,0.615,5,3,0.625,25,19.5,-4.53,-8.68,,,,
2011,North Texas,Sun Belt,,5,7,0.417,4,4,0.5,24.8,30.7,-9.94,-3.86,,,,
2011,Louisiana-Monroe,Sun Belt,,4,8,0.333,3,5,0.375,24.6,25.4,-7.8,-5.96,,,,
2011,Troy,Sun Belt,,3,9,0.25,2,6,0.25,22.4,33.7,-15.54,-5.62,,,,
2011,Middle Tennessee,Sun Belt,,2,10,0.167,1,7,0.125,22.3,36.8,-18.86,-6.61,,,,
2011,Florida Atlantic,Sun Belt,,1,11,0.083,0,8,0,12.9,34.7,-22.63,-4.96,,,,
2011,Louisiana Tech,WAC,,8,5,0.615,6,1,0.857,30.1,23.2,2.04,-2.73,,,,
2011,Nevada,WAC,,7,6,0.538,5,2,0.714,31.7,25.2,0.47,-2.76,,,,
2011,Utah State,WAC,,7,6,0.538,5,2,0.714,33.6,27.9,-2.22,-5.14,,,,
2011,Hawaii,WAC,,6,7,0.462,3,4,0.429,31.5,29.1,-6.9,-7.29,,,,
2011,San Jose State,WAC,,5,7,0.417,3,4,0.429,24.5,30.3,-5.97,-2.64,,,,
2011,Fresno State,WAC,,4,9,0.308,3,4,0.429,28.5,35.2,-7.24,-2.47,,,,
2011,New Mexico State,WAC,,4,9,0.308,2,5,0.286,24.5,36.8,-11.95,-3.79,,,,
2011,Idaho,WAC,,2,10,0.167,1,6,0.143,20.3,33.3,-13.24,-2.99,,,,
2012,Florida State,ACC ,Atlantic,12,2,0.857,7,1,0.875,39.3,14.7,13.56,-0.66,7,3,10,
2012,Clemson,ACC ,Atlantic,11,2,0.846,7,1,0.875,41,24.8,14.75,1.14,14,10,11,
2012,NC State,ACC ,Atlantic,7,6,0.538,4,4,0.5,28.1,25.6,1.46,-0.77,,,,
2012,Wake Forest,ACC ,Atlantic,5,7,0.417,3,5,0.375,18.5,31.8,-6.2,1.05,,,,
2012,Maryland,ACC ,Atlantic,4,8,0.333,2,6,0.25,20.1,27.2,-6.59,-0.26,,,,
2012,Boston College,ACC ,Atlantic,2,10,0.167,1,7,0.125,19.8,29.7,-6.74,2.01,,,,
2012,North Carolina,ACC ,Coastal,8,4,0.667,5,3,0.625,40.6,25.7,4.52,-2.98,,,,
2012,Georgia Tech,ACC ,Coastal,7,7,0.5,5,3,0.625,33.6,28.3,5.18,2.89,,,,
2012,Miami (FL),ACC ,Coastal,7,5,0.583,5,3,0.625,31.4,30.5,4.07,2.32,,,,
2012,Virginia Tech,ACC ,Coastal,7,6,0.538,4,4,0.5,25.1,22.8,3.13,2.21,16,13,,
2012,Duke,ACC ,Coastal,6,7,0.462,3,5,0.375,31.5,36,-0.28,1.72,,,,
2012,Virginia,ACC ,Coastal,4,8,0.333,2,6,0.25,22.8,28.9,-3.84,0.99,,,,
2012,Kansas State,Big 12,,11,2,0.846,8,1,0.889,38.8,22.2,16.92,5.3,22,2,12,
2012,Oklahoma,Big 12,,10,3,0.769,8,1,0.889,38.2,25.5,14.32,6.17,4,4,15,
2012,Oklahoma State,Big 12,,8,5,0.615,5,4,0.556,45.7,28.2,13.5,4.96,19,18,,
2012,Texas,Big 12,,9,4,0.692,5,4,0.556,35.7,29.2,11.18,5.57,15,11,19,
2012,Baylor,Big 12,,8,5,0.615,4,5,0.444,44.5,37.2,11.22,5.07,,25,,
2012,Texas Tech,Big 12,,8,5,0.615,4,5,0.444,37.5,31.8,6.33,3.02,,15,,
2012,TCU,Big 12,,7,6,0.538,4,5,0.444,28.3,22.6,7.49,4.87,20,15,,
2012,West Virginia,Big 12,,7,6,0.538,4,5,0.444,39.5,38.1,4.03,4.34,11,5,,
2012,Iowa State,Big 12,,6,7,0.462,3,6,0.333,24.5,23.9,5.4,5.48,,,,
2012,Kansas,Big 12,,1,11,0.083,0,9,0,18.3,36.1,-6.7,6.22,,,,
2012,Louisville,Big East,,11,2,0.846,5,2,0.714,31.2,23.8,5.88,-1.96,25,11,13,
2012,Cincinnati,Big East,,10,3,0.769,5,2,0.714,32.3,18.5,8.71,-3.37,,21,,
2012,Rutgers,Big East,,9,4,0.692,5,2,0.714,21.5,14.2,3.91,-2.55,,18,,
2012,Syracuse,Big East,,8,5,0.615,5,2,0.714,30,24.8,6.27,0.81,,,,
2012,Pittsburgh,Big East,,6,7,0.462,3,4,0.429,26.6,21.1,2.05,-0.64,,,,
2012,UConn,Big East,,5,7,0.417,2,5,0.286,17.8,19.8,-5.35,-2.6,,,,
2012,Temple,Big East,,4,7,0.364,2,5,0.286,24.7,31.2,-7.52,-1.15,,,,
2012,South Florida,Big East,,3,9,0.25,1,6,0.143,20.6,27.4,-6.13,0.79,,,,
2012,Wisconsin,Big Ten ,Leaders,8,6,0.571,4,4,0.5,29.6,19.1,9.77,2.91,12,12,,
2012,Ohio State,Big Ten ,Leaders,12,0,1,8,0,1,37.2,22.8,13.81,0.89,18,3,3,
2012,Penn State,Big Ten ,Leaders,8,4,0.667,6,2,0.75,29.1,19.1,9.7,0.53,,,,
2012,Purdue,Big Ten ,Leaders,6,7,0.462,3,5,0.375,28.7,31.2,-1.58,0.96,,,,
2012,Indiana,Big Ten ,Leaders,4,8,0.333,2,6,0.25,30.8,35.3,-5.53,-0.61,,,,
